,Name,Edges,Type,Relationship,Collection
963,Doyle,"['Lewis', 'Ash Ketchum', ""Cilan's Pansage"", ""Ash's Pikachu"", ""Ash's Snivy"", ""Iris's Excadrill"", ""Cilan's Stunfisk"", 'Dr. Zager', ""Ash's Roggenrola"", ""Iris's Axew"", ""Iris's Emolga"", ""Iris's Dragonite"", ""Cynthia's Garchomp""]",One-timer,Other,Black & White
964,Christie,"['Clay', 'Ash Ketchum', ""Ash's Snivy"", ""Ash's Roggenrola"", 'Seven Sages']",One-timer,Other,Black & White
965,Mimi,"['Professor Juniper', 'Bianca', 'Skyla', 'Lenora', 'N', 'Ghetsis', 'Looker', 'Ash Ketchum', ""Cedric Juniper's assistants"", 'Colress', 'Iris', 'Fennel']",One-timer,Other,Black & White
966,Luke,"[""Ash's Pikachu"", 'Glenn', 'Sean', 'Ash Ketchum', ""Ash's Tepig""]",Recurring,Other,Black & White
967,Luke's Zorua,"['Sean', ""Ash's Pikachu"", 'Ash Ketchum']",Recurring,Pokémon,Black & White
968,Mr. Matthews,"['Glenn', ""Ash's Pikachu"", 'Ash Ketchum']",One-timer,Other,Black & White
969,Antonio,"['Cedric Juniper', 'Seven Sages', 'Cynthia', 'Elesa', 'Professor Juniper', ""Skyla's Swanna"", 'Ash Ketchum', ""Cilan's Stunfisk"", 'Lenora', 'Caitlin', 'Drayden']",Recurring,Other,Black & White
970,Emmanuel,"['Skyla', 'Ash Ketchum', 'Elesa']",Recurring,Other,Black & White
971,Omega,"['Skyla', ""Cilan's Stunfisk"", ""Ash's Pikachu"", 'Ash Ketchum', 'Lenora', 'Seven Sages']",One-timer,Other,Black & White
972,Dino,"['Ash Ketchum', 'Stephan', 'Officer Jenny']",Recurring,Other,Black & White
973,Sylvester,"['Stephan', ""Stephan's Sawk"", ""Ash's Scraggy"", 'Delbert', ""Iris's Excadrill""]",One-timer,Other,Black & White
974,Scooter,"['Stephan', ""Stephan's Sawk""]",Recurring,Other,Black & White
975,Jimmy Ray,['Virgil'],Recurring,Other,Black & White
976,Freddy O'Martian,"['Getty', 'Betty', 'Ash Ketchum', ""Ash's Scraggy""]",Recurring,Other,Black & White
977,Stephan's Sawk,"['Angus', 'Getty', 'Ash Ketchum', ""Ash's Scraggy""]",Recurring,Pokémon,Black & White
978,Misha,"['Angus', 'Betty', 'Ash Ketchum']",One-timer,Other,Black & White
979,Leon,['Georgia'],One-timer,Other,Black & White
980,Ingo,['Montgomery'],Recurring,Other,Black & White
981,Emmet,"['Sierra', 'Ash Ketchum', 'Dr. Zager']",Recurring,Other,Black & White
982,Cliff,"['Ferris', 'Ash Ketchum']",One-timer,Other,Black & White
983,Elesa,"['Sierra', 'Ash Ketchum', 'Dr. Zager']",Recurring,gym leader,Black & White
984,Bianca's father,"['Shamus', 'Ash Ketchum', 'Don George']",One-timer,Other,Black & White
985,Erina,"['Seven Sages', 'Cheren', 'Bianca', 'Cedric Juniper', 'Alder', 'Ash Ketchum', 'Pokémon poacher', 'Rizzo', 'Officer Jenny', 'Lenora', 'Colress', 'Hawes', 'Ghetsis', 'N']",One-timer,Other,Black & White
986,Toby,"['Pokémon poacher', 'Brycen', 'Ash Ketchum', 'Officer Jenny']",One-timer,Other,Black & White
987,Robert,"['Mr. Hatterly', 'Marigold']",One-timer,Other,Black & White
988,Robert's grandfather,"['Mr. Hatterly', 'Ricard Nouveau', 'Ash Ketchum']",One-timer,Other,Black & White
989,Katharine,"['Marigold', 'Ricard Nouveau']",Recurring,Other,Black & White
990,Bobby,"['Professor Malveaux', 'Ash Ketchum', 'Georgia', ""Iris's Axew"", ""Ash's Oshawott""]",One-timer,Other,Black & White
991,Clay,"['Ash Ketchum', 'Georgia', ""Georgia's Beartic""]",Recurring,gym leader,Black & White
992,Charles,"['Ash Ketchum', 'Luke']",Recurring,Other,Black & White
993,Linda,"['Luke', 'Mr. Gold']",One-timer,Other,Black & White
994,Dr. Ferrara,"['Ridley', 'The Protectors', 'Dr. Zager', 'Ash Ketchum', 'Roxie', ""Jessie's Woobat"", ""James's Yamask"", ""Ash's Oshawott"", ""Iris's Emolga"", 'Jervis', ""Dawn's Piplup"", ""Ash's Pikachu"", ""Cilan's Pansage""]",One-timer,Other,Black & White
995,Dr. Ferrara's henchmen,"['Cynthia', 'Caitlin', 'Billy Jo', ""Ash's Pikachu"", 'Ash Ketchum', 'Marlon', 'Bianca']",One-timer,Other,Black & White
996,Lewis,"['Roxie', 'Ash Ketchum']",Recurring,Other,Black & White
997,Tornadus,"['Roxie', 'Billy Jo', 'Ash Ketchum']",Recurring,Pokémon,Black & White
998,Thundurus,"['Ash Ketchum', ""Dawn's Piplup""]",Recurring,Pokémon,Black & White
999,Landorus,['Ash Ketchum'],Recurring,Pokémon,Black & White
1000,Clay's Excadrill,"['Officer Jenny', 'Ash Ketchum', ""Dawn's Piplup"", ""Ash's Oshawott"", 'Georgia', ""Georgia's Beartic"", 'Burgundy', 'Shannon', ""Iris's Emolga"", 'Drayden', 'Ellie', 'Travon', ""Ash's Snivy"", 'Colress', 'Aldith', 'Ghetsis', 'Barret', 'Clair', ""Ash's Dragonite"", ""Ash's Dracovish""]",One-timer,Pokémon,Black & White
1001,Cedric Juniper,"['Cynthia', 'Alder', 'Drayden', 'Colress', 'N']",Recurring,Pokémon,Black & White
1002,Mick,"['Kenton', 'Trip', 'Alder', 'Cynthia', 'Caitlin', ""Freddy O'Martian"", 'Russet']",One-timer,Other,Black & White
1003,Glenn,"['Manning', 'Alder', 'Cynthia', 'Caitlin', ""Freddy O'Martian""]",One-timer,Other,Black & White
1004,Sean,"['Alder', 'Cynthia', 'Caitlin', ""Freddy O'Martian""]",One-timer,Other,Black & White
1005,Skyla,"['Simeon', 'Alder', 'Cynthia', 'Caitlin', ""Freddy O'Martian""]",Recurring,gym leader,Black & White
1006,Miles,"['Horatio', 'Alder', 'Cynthia', 'Caitlin', ""Freddy O'Martian""]",Recurring,gym leader,Black & White
1007,Skyla's Swanna,"['Ash Ketchum', 'Alder', 'Cynthia', 'Caitlin', ""Freddy O'Martian""]",Recurring,Pokémon,Black & White
1008,Ricky,"['Cassie', 'Ash Ketchum', 'Alder', 'Cynthia', 'Caitlin', ""Freddy O'Martian""]",One-timer,Other,Black & White
1009,Montgomery,"['Geraldo', 'Alder', 'Cynthia', 'Caitlin', ""Freddy O'Martian""]",Recurring,Other,Black & White
1010,Edmund,"['Alder', 'Cynthia', 'Caitlin', ""Freddy O'Martian"", 'Antonio', 'Dino']",One-timer,Other,Black & White
1011,Flora,"['Ash Ketchum', ""Cameron's Riolu"", 'Marlon', 'Stephan', 'Virgil', 'Kendrick', ""Ash's Snivy"", ""Ash's Pikachu""]",Recurring,Other,Black & White
1012,Angus,"['Ash Ketchum', ""Ash's Pikachu"", 'Marlon', 'Kenton', ""Ash's Snivy"", 'Virgil', 'Russet']",Recurring,Other,Black & White
1013,Betty,"['Ash Ketchum', 'Colress', 'Roxie']",Recurring,Other,Black & White
1014,Getty,['Ash Ketchum'],Recurring,Other,Black & White
1015,Gail,"['The Protectors', 'Ash Ketchum', 'Jervis']",Recurring,Other,Black & White
1016,Delbert,"['Ridley', 'Ash Ketchum', 'Cynthia']",Recurring,Other,Black & White
1017,Ferris,"['Mona', 'Cher', ""Iris's Emolga"", 'Ash Ketchum', ""Ash's Snivy""]",Recurring,Other,Black & White
1018,Sierra,"['Moira', 'Cher', ""Iris's Emolga"", 'Ash Ketchum', ""Ash's Snivy"", ""Cilan's Pansage""]",Recurring,Other,Black & White
1019,Tirtouga,"['Moira', 'Mona', ""Iris's Emolga"", 'Ash Ketchum', ""Ash's Snivy"", ""Cilan's Pansage""]",Recurring,Pokémon,Black & White
1020,Kylan,"['Moira', 'Mona', 'Cher', 'Ash Ketchum']",One-timer,Other,Black & White
1021,Brycen,"['Ash Ketchum', 'Emmet', 'Ingo', ""Cilan's Pansage""]",Recurring,gym leader,Black & White
1022,Rizzo,['Ash Ketchum'],One-timer,Other,Black & White
1023,Ricard Nouveau,"['Drayden', 'Officer Jenny', 'Ash Ketchum']",One-timer,Other,Black & White
1024,Marigold,"['Ash Ketchum', 'Jeff', 'Davy', 'Ultimo', 'Flora', ""Iris's Axew"", ""Ash's Oshawott"", ""Ash's Pikachu"", ""Iris's Emolga"", ""Ash's Scraggy"", 'Russet', ""Ash's Snivy"", 'Dino', 'Dirk', 'Pokémon poacher', ""Mewtwo's creators"", 'Officer Jenny']",One-timer,Other,Black & White
1025,Mr. Hatterly,"['Virgil', 'Jeff', 'Ash Ketchum']",One-timer,Other,Black & White
1026,Case,"['Davy', 'Virgil', 'Ash Ketchum']",One-timer,Other,Black & White
1027,Professor Malveaux,"[""Iris's Axew"", 'Manning', 'Virgil']",One-timer,Other,Black & White
1028,Mr. Gold,['Stephan'],One-timer,Other,Black & White
1029,Jules,[],One-timer,Other,Black & White
1030,Meloetta,['Virgil'],Recurring,Pokémon,Black & White
1031,Roxie,[],Recurring,gym leader,Black & White
1032,Billy Jo,"['Russet', ""Iris's Axew""]",Recurring,Other,Black & White
1033,Nicky,"['Professor Juniper', 'Ash Ketchum', ""James's Amoonguss"", ""Ash's Pikachu""]",Recurring,Other,Black & White
1034,Jervis,"['Ash Ketchum', ""Ash's Snivy"", ""Ash's Pikachu"", ""Jessie's Frillish"", ""Iris's Axew"", 'Halsey', ""Iris's Dragonite"", 'Colress', 'Aldith', 'Seven Sages', 'Genesect Army', 'Cedric Juniper']",Recurring,Other,Black & White
1035,Chris,"['Jessie', ""James's Amoonguss"", 'Ash Ketchum', 'Nanette', ""Iris's Emolga"", ""Cilan's Stunfisk"", ""Ash's Pikachu"", ""Ash's Snivy""]",One-timer,Other,Black & White
1036,Iris's Dragonite,"['James', ""Jessie's Frillish"", 'Ash Ketchum', 'Nanette', ""Iris's Emolga"", ""Cilan's Stunfisk"", ""Ash's Pikachu"", ""Ash's Snivy"", 'Aldith', ""Jessie's Woobat"", 'Jessie', 'Colress', ""Iris's Dragonite"", 'Rhoder']",Recurring,Pokémon,Black & White
1037,Caitlin,"['Colress', 'Ghetsis', ""Ash's Pikachu""]",Recurring,Elite Four,Black & White
1038,Manning,"['Bianca', 'Professor Juniper', 'Alder', 'N', 'Lenora', 'Drayden', 'Ash Ketchum', ""Ash's Pikachu"", ""Iris's Axew"", ""Ash's Oshawott"", 'Brycen']",Recurring,Other,Black & White
1039,Kenton,"['Ghetsis', 'Lillie', 'Wicke', 'Archie', 'Maxie', 'Giovanni', 'Lusamine', 'Ash Ketchum', 'Looker', ""Ash's Pikachu"", ""Iris's Dragonite"", 'Jessie', 'James', ""Jessie's Woobat"", ""James's Amoonguss"", 'Aldith', 'Barret', ""Jessie's Frillish"", ""Cedric Juniper's assistants"", 'Officer Jenny', 'Drayden', 'Seven Sages', 'Marlon']",Recurring,Other,Black & White
1040,Shepherd,"['Seven Sages', 'Alder', 'N', 'Cheren', 'Colress', 'Giovanni', 'Lillie', 'Ash Ketchum', 'Looker', 'Cedric Juniper', 'Genesect Army', 'Aldith', 'Barret', ""Ash's Pikachu""]",Recurring,Other,Black & White
1041,Horatio,"['Colress', 'Looker', 'Ash Ketchum', ""Ash's Pikachu"", 'Jessie', 'James', ""Jessie's Woobat"", ""James's Amoonguss"", 'Ghetsis', 'Barret']",Recurring,Other,Black & White
1042,Simeon,"['N', 'Seven Sages', 'Ghetsis', 'Colress', 'Aldith', 'Barret', 'Genesect Army', ""Cilan's Pansage"", 'Cheren', 'Drayden', 'Brycen', 'Roxie', 'Burgh']",Recurring,Other,Black & White
1043,Marris,"['Ash Ketchum', 'Travon', ""Iris's Dragonite"", ""Ash's Pikachu"", ""Iris's Axew""]",Recurring,Other,Black & White
1044,Geraldo,"['Ellie', 'Ash Ketchum']",Recurring,Other,Black & White
1045,Cassie,"['Ash Ketchum', ""Iris's Excadrill"", ""Ash's Pikachu"", 'Cedric Juniper', 'Ghetsis']",Recurring,Other,Black & White
1046,Ramone,"['Ash Ketchum', ""Jessie's Woobat"", ""Ash's Oshawott"", ""Iris's Excadrill""]",Recurring,Other,Black & White
1047,Cameron,['Ash Ketchum'],Recurring,Rival,Black & White
1048,Cameron's Riolu,"['Colress', 'Ash Ketchum', ""Iris's Dragonite"", 'Aldith']",Recurring,Pokémon,Black & White
1049,Marlon,"['Ghetsis', 'N', 'Colress', 'Ash Ketchum']",One-timer,gym leader,Black & White
1050,Layla,"['Ghetsis', 'Cilan', 'Chili', 'Cress', 'Looker', 'Cheren', 'N']",One-timer,Other,Black & White
1051,Ridley,"['Ghetsis', 'Ash Ketchum', ""Cilan's Pansage"", ""Ash's Pikachu"", 'Aldith', 'Cedric Juniper', 'Colress', 'Looker']",Recurring,Other,Black & White
1052,The Protectors,"['Ghetsis', 'Ash Ketchum', ""Ash's Pikachu"", 'Eric']",Recurring,Other,Black & White
1053,Moira,['Cedric Juniper'],One-timer,Other,Black & White
1054,Mona,"['Ash Ketchum', 'Nurse Joy', 'Officer Jenny', 'Don George', 'Cilan', 'Chili', 'Cress', 'Alexa']",One-timer,Other,Black & White
1055,Cher,"['Mr. Shaw', 'Teaque']",One-timer,Other,Black & White
1056,Ms. Chandler,"['Mrs. Ripple', 'Porter', 'Teaque', 'Tedesco']",One-timer,Other,Black & White
1057,Soren,"[""Iris's Axew"", 'Ash Ketchum', ""Ash's Pikachu"", 'Mrs. Ripple', 'Mr. Shaw', 'Porter', 'Tedesco']",One-timer,Other,Black & White
1058,Shannon,"['Ash Ketchum', 'Mr. Shaw', 'Mrs. Ripple', 'Teaque', 'Tedesco']",One-timer,Other,Black & White
1059,Martha,"['Ash Ketchum', ""Ash's Oshawott""]",One-timer,Other,Black & White
1060,Virgil,"['Ash Ketchum', 'Alexa', ""Ash's Muk"", ""Ash's Pikachu"", ""Iris's Axew"", ""Cilan's Pansage""]",Recurring,Rival,Black & White
1061,Davy,"['Lotus', 'Carlton', 'Ash Ketchum']",Recurring,Other,Black & White
1062,Jeff,"['Carlton', 'Gemma', 'Ash Ketchum']",One-timer,Other,Black & White
1063,Russet,"['Lotus', 'Gemma']",Recurring,Other,Black & White
1064,Radley,"['Alexa', 'Ash Ketchum', 'Tony', ""Tony's parents""]",One-timer,Other,Black & White
1065,Mikael,"['Viola', ""Alexa's Gogoat"", 'Ash Ketchum', ""Ash's Pikachu"", 'Rodney', 'Clair', ""Ash's Froakie"", ""Ash's Fletchling"", 'Meyer', 'Clembot', 'Belmondo', 'Officer Jenny', 'Lysandre', 'Aila', 'Professor Sycamore', 'Bonnie']",Recurring,Other,Black & White
1066,Ultimo,['Ash Ketchum'],Recurring,Other,Black & White
1067,Kendrick,"[""Iris's Dragonite"", 'Ash Ketchum', 'Rodney']",Recurring,Other,Black & White
1068,Okura,"['Alexa', 'Ash Ketchum']",One-timer,Other,Black & White
1069,Nanette,"['Alexa', 'Ash Ketchum']",One-timer,Other,Black & White
1070,N,"['Ash Ketchum', 'Conley']",Recurring,Other,Black & White
1071,Jessie's Frillish,"[""Alexa's Gogoat"", 'Ash Ketchum', ""Tony's parents"", 'Officer Jenny', 'Alexa', ""Ash's Pikachu""]",Recurring,Pokémon,Black & White
1072,James's Amoonguss,"['Officer Jenny', 'Tony', 'Ash Ketchum']",Recurring,Pokémon,Black & White
1073,Reshiram,"['Chili', 'Cress', ""Cilan's Pansage""]",Recurring,Pokémon,Black & White
1074,Cheren,"['Nurse Joy', ""Cilan's Stunfisk"", 'Officer Jenny']",One-timer,gym leader,Black & White
1075,Colress,"['Pokémon poacher', ""Cilan's Pansage"", 'Officer Jenny']",Recurring,Team Plasma,Black & White
1076,Ghetsis,"['Clair', ""Ash's Gible"", ""Iris's Axew""]",Recurring,Team Plasma,Black & White
1077,Aldith,"['Ash Ketchum', ""Serena's Fennekin"", 'Professor Sycamore', 'Nurse Joy', 'Viola', 'Meyer', 'Clembot', ""Clemont's Magneton"", ""Ash's Pikachu"", ""Ash's Froakie"", 'Miette', ""Serena's Pancham"", ""Serena's Eevee"", 'Monsieur Pierre', 'Concetta', 'Kazalie', 'Sara Lee', 'Jessie', 'Wulfric', 'Z2', 'Chespie', 'Mairin', 'Mable', 'Steven Stone', 'Celosia', 'Giant Rock', 'Diantha', 'Lysandre', 'Alvin', ""Clemont's Chespin"", ""Ash's Hawlucha"", ""Clemont's Bunnelby"", 'Alva']",Recurring,Team Plasma,Black & White
1078,Team Plasma Grunts,"[""Serena's Fennekin"", 'Ash Ketchum', ""Ash's Pikachu"", ""Clemont's Dedenne"", 'Grant', 'Clemont', 'Celosia']",Recurring,Team Plasma,Black & White
1079,Ellie,"['Ash Ketchum', 'Meyer', 'Éclairisse', 'Nurse Joy', 'Clembot', ""Clemont's Bunnelby"", ""Ash's Pikachu"", ""Ash's Froakie"", ""Clemont's Dedenne"", 'Viola', 'Alexa', ""Clemont's Chespin"", 'Princess Allie', 'Lord Shabboneau', ""Jessie's Pumpkaboo"", ""James's Inkay"", 'Squishy', 'Alain', 'Aliana', 'Bryony', 'Xerosic', 'Chespie', 'Alvin', 'Delia Ketchum', ""Cilan's Pansage"", 'Korrina', ""Clemont's Luxio"", 'Alva']",One-timer,Other,Black & White
1080,Travon,"['Ash Ketchum', ""Ash's Pikachu"", ""Ash's Froakie"", ""Clemont's Dedenne"", ""Ash's Fletchling"", 'Squishy', 'Sawyer', 'Celosia', 'Bryony', ""Clemont's Bunnelby"", 'Meyer', 'Z2', 'Alain', 'Malva', 'Giant Rock', 'Mairin', 'Lysandre', 'Alvin', 'Delia Ketchum', 'Jay', 'Heidi', 'Kye', 'Lilia', 'Burgundy', 'Viola', 'Nurse Joy', ""James's Inkay"", 'Lena']",One-timer,Other,Black & White
1081,Schwarz,"['Ash Ketchum', 'Nurse Joy', ""Jessie's Wobbuffet"", ""Ash's Pikachu"", ""Ash's Fletchling"", ""Clemont's Dedenne"", 'Randall', ""Sanpei's Frogadier"", 'Sanpei', 'Grant', ""Ash's Hawlucha"", ""Clemont's Chespin"", ""Clemont's Bunnelby"", 'Saizo', 'Ramos', 'Sawyer', ""Sawyer's Treecko"", 'Valerie', 'Olympia', 'Nihei', 'Heidayu', 'Squishy', 'Celosia', 'Bryony', 'Alain', ""Alain's Charizard"", 'Diantha', ""Diantha's Gardevoir"", 'Wulfric', 'Titus', 'Lysandre', ""Lysandre's Pyroar"", 'Malva', ""Steven's Metagross"", 'Giant Rock', 'Chespie', 'Z2', 'Xerosic', ""Serena's Fennekin""]",Recurring,Team Plasma,Black & White
1082,Halsey,"['Ash Ketchum', ""Ash's Froakie"", ""Ash's Pikachu"", ""Clemont's Chespin"", 'Meyer', 'Alain', 'Diantha', 'Kathi Lee', 'Sophie', 'Cosette', 'Olympia', 'Remo', 'Sawyer', 'Mairin', 'Lysandre', 'Aliana', 'Chespie', 'Steven Stone', 'Giant Rock', 'Alexa', 'Aila']",One-timer,Other,Black & White
1083,Kanto Fair Host,"['Ash Ketchum', ""Ash's Froakie"", 'James', 'Cosette', ""Serena's Fennekin"", ""Clemont's Chespin"", 'Alain', 'Mairin']",One-timer,Other,Black & White
1084,Rhoder,"['Ash Ketchum', 'Sophie', ""Ash's Froakie"", 'Alain', 'Mairin']",One-timer,Other,Black & White
1085,Anthea,"['Ash Ketchum', 'Clembot', ""Ash's Pikachu"", ""Clemont's Chespin"", 'Officer Jenny', 'Alexa', 'Dark Clembot', 'Belmondo', 'Sawyer', 'Alain', 'Z2', 'Giant Rock', 'Alvin']",Recurring,Other,Black & White
1086,Seven Sages,"['Ash Ketchum', ""Ash's Fletchling"", ""Ash's Pikachu"", 'Lyn', 'Lena', ""Ash's Goomy"", ""Serena's Pancham"", 'Professor Sycamore', 'Bonnie']",One-timer,Team Plasma,Black & White
1087,Barret,"['Ash Ketchum', ""Clemont's Dedenne"", ""Ash's Froakie"", ""Ash's Pikachu"", 'Viola', 'Alexa', 'Grant', 'Moria', ""Ash's Hawlucha"", ""Korrina's Lucario"", 'Ramos', 'Valerie', ""Ash's Noibat"", ""James's Inkay"", 'Orson', ""Jessie's Pumpkaboo"", 'Olympia', 'Wulfric', 'Sawyer', 'Alain', 'Lysandre', ""Alain's Charizard"", ""Lysandre's Pyroar"", 'Goh', ""Ash's Noctowl""]",Recurring,Team Plasma,Black & White
1088,Genesect Army,"['James', ""Jessie's Wobbuffet"", 'Jessie', ""Ash's Pikachu"", ""Clemont's Dedenne"", 'Ash Ketchum', 'Officer Jenny', 'Monsieur Pierre', 'Miette', ""Serena's Eevee"", 'Z2', 'Mable', 'Aliana', 'Mairin', 'Professor Sycamore', 'Celosia', 'Alain', ""Diantha's Gardevoir"", ""Clemont's Bunnelby""]",Recurring,Pokémon,Black & White
1089,Cedric Juniper's assistants,"['Ash Ketchum', ""Ash's Pikachu"", ""Aria's Fennekin"", ""Clemont's Dedenne"", 'Miette', 'Berrybaker kids', ""Shauna's Bulbasaur"", ""Clemont's Chespin"", ""Tierno's Squirtle"", ""Trevor's Charmander"", 'Kayleigh', 'Jessie', ""Serena's Pancham"", 'Nini', ""Jessie's Pumpkaboo"", 'Clarice', 'Santo', 'Gena', 'Delilah', 'James', 'Nurse Joy', 'Woodward', ""Serena's Eevee"", 'Celosia', 'Squishy', ""Ash's Noibat"", 'Sara Lee', 'Mairin', 'Mable', 'Giant Rock', ""Ash's Froakie""]",Recurring,Other,Black & White
1090,Porter,"['Alexa', 'Valerie', 'Ash Ketchum', ""Ash's Fletchling"", ""Ash's Pikachu"", 'Grant', 'Everett', 'Lysandre', 'Giant Rock', 'Celosia', 'Korrina', 'Bonnie']",Recurring,Other,Black & White
1091,Mrs. Ripple,['Ash Ketchum'],One-timer,Other,Black & White
1092,Mr. Shaw,"['Sherman', 'Ash Ketchum', 'Jessie', ""Serena's Fennekin"", 'Officer Jenny']",One-timer,Other,Black & White
1093,Teaque,['Ash Ketchum'],One-timer,Other,Black & White
1094,Tedesco,"['Officer Jenny', ""Officer Jenny's Growlithe"", ""James's Inkay"", ""Ash's Pikachu"", 'Dolan']",One-timer,Other,Black & White
1095,Captain,"['Clembot', 'Ash Ketchum', ""Ash's Froakie"", 'Alvin']",Recurring,Other,Black & White
1096,Cadbury,"['Clembot', 'Ash Ketchum', ""Clemont's Magnemite"", ""Ash's Froakie"", ""Serena's Fennekin"", ""Clemont's Bunnelby"", ""Clemont's Heliolisk"", 'Alvin', 'Clemont']",One-timer,Other,Black & White
1097,Professor Oak's Rotom,"['Clembot', ""Clemont's Bunnelby"", ""Tierno's Squirtle"", 'Belmondo', 'Dark Clembot', 'Meyer', 'Ash Ketchum', ""Ash's Hawlucha"", ""Clemont's Magnemite"", ""Clemont's Magneton"", 'Bryony', 'Aliana', 'Alvin', 'Clemont', 'Xerosic']",Recurring,Pokémon,Black & White
1098,Gemma,"['Ash Ketchum', ""Ash's Pikachu"", 'Meyer', ""Clemont's Magnemite"", ""Clemont's Magneton"", ""Ash's Froakie"", ""Clemont's Bunnelby"", ""Clemont's Heliolisk"", 'Sawyer', 'Officer Jenny', 'Dark Clembot', 'Belmondo', 'Alexa', 'Z2', 'Xerosic', 'Alvin']",One-timer,Other,Black & White
1099,Lotus,"['Ash Ketchum', ""Clemont's Dedenne"", 'Jessie', ""Ash's Pikachu"", ""Ash's Froakie"", 'Wylie', ""Clemont's Bunnelby"", ""Ash's Hawlucha"", ""Serena's Fennekin"", ""Shauna's Bulbasaur"", ""Tierno's Squirtle"", ""Trevor's Charmander"", ""Serena's Pancham"", 'Nini', ""James's Inkay"", ""Ash's Noibat"", 'Robon', 'Chapman', 'Bryony', 'Aliana', ""Clemont's Heliolisk"", 'Xerosic', 'Giant Rock', ""Serena's Eevee""]",One-timer,Other,Black & White
1100,Carlton,"['Jessie', 'James', 'Ash Ketchum', 'Alouette', ""Jessie's Wobbuffet"", ""Ash's Pikachu"", ""James's Inkay"", ""Serena's Fennekin"", 'Count Pumpka', 'Z2', 'Mable', 'Aliana', 'Nini', 'Concetta', 'Mairin', 'Celosia', 'Giant Rock', 'Alain', ""Diantha's Gardevoir"", ""Ash's Hawlucha""]",One-timer,Other,Black & White
1101,Alexa's Gogoat,"['Pokémon poacher', 'Officer Jenny', 'Ash Ketchum', ""Clemont's Chespin"", ""Ash's Froakie""]",Recurring,Pokémon,Black & White
1102,Alexa,"['Ash Ketchum', ""Ash's Froakie"", ""Ash's Pikachu"", 'Randall', ""Ash's Fletchling"", ""Jessie's Pumpkaboo"", ""James's Inkay""]",Recurring,Other,Black & White
1103,Rodney,"['Ash Ketchum', ""Ash's Froakie"", ""Clemont's Dedenne"", ""Ash's Pikachu""]",One-timer,Other,Black & White
1104,Morgan,"['Ash Ketchum', 'Elise']",One-timer,Other,Black & White
1105,Pirate,['Ash Ketchum'],One-timer,Other,Black & White
1106,Conley,"[""Clemont's Chespin"", 'Wylie', 'Ash Ketchum']",One-timer,Other,Black & White
1107,Anima,"[""Clemont's Chespin"", 'Ash Ketchum']",One-timer,Other,Black & White
1108,Tony,"['Lena', 'Ash Ketchum', ""Clemont's Dedenne"", ""Ash's Pikachu""]",One-timer,Other,Black & White
1109,Tony's parents,"['Lyn', 'Ash Ketchum', ""Clemont's Dedenne"", ""Ash's Pikachu""]",One-timer,Other,Black & White
1110,Morana,"['Sanpei', ""Ash's Froakie"", ""Ash's Pikachu"", 'Saizo', 'Nihei', 'Heidayu']",One-timer,Other,Black & White
1111,Ayumi,"['Nihei', 'Ippei', 'Ash Ketchum', ""Ash's Froakie"", ""Sanpei's Frogadier"", ""Ash's Pikachu"", 'Saizo', 'Kagetomo', 'Heidayu']",One-timer,Other,Black & White
1112,Amer,"['Sanpei', 'Nihei', 'Ash Ketchum', 'Saizo', 'Kagetomo', 'Heidayu', 'Shinobu']",One-timer,Other,Black & White
1113,Iris's Gible,"['Ippei', 'Sanpei', 'Ash Ketchum', 'Kagetomo', 'Saizo', 'Heidayu', 'Shinobu']",One-timer,Pokémon,Black & White
1114,Serena,"['Ash Ketchum', 'Princess Allie']",Main,Other,XY
1115,Grace,"['Lord Shabboneau', 'Ash Ketchum', ""Ash's Pikachu""]",Recurring,Relative,XY
1116,Clemont,"['Officer Jenny', 'Ash Ketchum', 'Jessie', 'James', ""Ash's Pikachu"", ""James's Inkay"", ""Officer Jenny's Manectric""]",Main,gym leader,XY
1117,Bonnie,"['Chester', 'Ash Ketchum', 'Turner', 'Farrell', 'Viola', 'Grant']",Main,Other,XY
1118,Ash's Froakie,"['Nico', 'Ash Ketchum', 'Turner', 'Farrell', 'Viola', 'Grant']",Recurring,Pokémon,XY
1119,Clemont's Bunnelby,"['Ash Ketchum', 'Nico', 'Chester', 'Turner', 'Farrell', 'Viola', 'Grant']",Recurring,Pokémon,XY
1120,Professor Sycamore,"['Ash Ketchum', 'Nico', 'Chester']",Recurring,Pokémon,XY
1121,Sophie,"['Ash Ketchum', 'Viola', 'Everett', 'Lysandre', 'Giant Rock', ""Ash's Froakie"", ""Ash's Pikachu"", 'Clemont', 'Valerie', 'Olympia', 'Korrina', 'Bryony', 'Malva', 'Xerosic', 'Ramos', 'Wulfric']",Recurring,Other,XY
1122,Cosette,"['Nico', 'Turner']",Recurring,Other,XY
